ID	EGAR00001120416_ccRCC-1-tumor	EGAR00001120417_ccRCC-2-tumor	EGAR00001120418_ccRCC-3-tumor	EGAR00001120419_ccRCC-4-tumor	EGAR00001120420_ccRCC-5-tumor	EGAR00001120421_ccRCC-6-tumor	EGAR00001120422_ccRCC-7-tumor	EGAR00001120423_ccRCC-8-tumor	EGAR00001120424_ccRCC-9-tumor	EGAR00001120425_ccRCC-10-tumor	EGAR00001120426_ccRCC-11-tumor	EGAR00001120427_ccRCC-12-tumor	EGAR00001120428_ccRCC-13-tumor	EGAR00001120429_ccRCC-14-tumor	EGAR00001120430_ccRCC-15-tumor	EGAR00001120431_ccRCC-16-tumor	EGAR00001120432_ccRCC-17-tumor	EGAR00001120433_ccRCC-18-tumor	EGAR00001120434_ccRCC-19-tumor	EGAR00001120435_ccRCC-20-tumor	EGAR00001120436_ccRCC-21-tumor	EGAR00001120437_ccRCC-22-tumor	EGAR00001120438_ccRCC-23-tumor	EGAR00001120439_ccRCC-24-tumor	EGAR00001120440_ccRCC-25-tumor	EGAR00001120441_ccRCC-26-tumor	EGAR00001120442_ccRCC-27-tumor	EGAR00001120443_ccRCC-28-tumor	EGAR00001120444_ccRCC-29-tumor	EGAR00001120445_ccRCC-30-tumor	EGAR00001120446_ccRCC-31-tumor	EGAR00001120447_ccRCC-32-tumor	EGAR00001120449_ccRCC-34-tumor	EGAR00001120450_ccRCC-35-tumor	EGAR00001120451_ccRCC-36-tumor	EGAR00001120452_ccRCC-37-tumor	EGAR00001120453_ccRCC-38-tumor	EGAR00001120454_ccRCC-39-tumor	EGAR00001120455_ccRCC-40-tumor	EGAR00001120456_ccRCC-41-tumor	EGAR00001120457_ccRCC-42-tumor	EGAR00001120458_ccRCC-43-tumor	EGAR00001120459_ccRCC-44-tumor	EGAR00001120460_ccRCC-45-tumor	EGAR00001120461_ccRCC-46-tumor	EGAR00001120463_ccRCC-48-tumor	EGAR00001120464_ccRCC-49-tumor	EGAR00001120465_ccRCC-50-tumor	EGAR00001120466_ccRCC-51-tumor	EGAR00001120467_ccRCC-52-tumor	EGAR00001120468_ccRCC-53-tumor	EGAR00001120469_ccRCC-54-tumor	EGAR00001120470_ccRCC-55-tumor	EGAR00001120471_ccRCC-56-tumor	EGAR00001120473_ccRCC-58-tumor	EGAR00001120474_ccRCC-59-tumor	EGAR00001120475_ccRCC-60-tumor	EGAR00001120476_ccRCC-61-tumor	EGAR00001120477_ccRCC-62-tumor	EGAR00001120479_ccRCC-64-tumor	EGAR00001120480_ccRCC-65-tumor	EGAR00001120481_ccRCC-66-tumor	EGAR00001120482_ccRCC-67-tumor	EGAR00001120483_ccRCC-68-tumor	EGAR00001120484_ccRCC-69-tumor	EGAR00001120485_ccRCC-70-tumor	EGAR00001120486_ccRCC-71-tumor	EGAR00001120487_ccRCC-72-tumor	EGAR00001120488_ccRCC-73-tumor	EGAR00001120490_ccRCC-75-tumor	EGAR00001120491_ccRCC-76-tumor	EGAR00001120492_ccRCC-77-tumor	EGAR00001120493_ccRCC-78-tumor	EGAR00001120494_ccRCC-79-tumor	EGAR00001120495_ccRCC-80-tumor	EGAR00001120496_ccRCC-81-tumor	EGAR00001120497_ccRCC-82-tumor	EGAR00001120498_ccRCC-83-tumor	EGAR00001120499_ccRCC-84-tumor	EGAR00001120500_ccRCC-85-tumor	EGAR00001120501_ccRCC-86-tumor	EGAR00001120502_ccRCC-87-tumor	EGAR00001120503_ccRCC-88-tumor	EGAR00001120504_ccRCC-89-tumor	EGAR00001120505_ccRCC-90-tumor	EGAR00001120506_ccRCC-91-tumor	EGAR00001120507_ccRCC-92-tumor	EGAR00001120508_ccRCC-93-tumor	EGAR00001120509_ccRCC-94-tumor	EGAR00001120510_ccRCC-95-tumor	EGAR00001120511_ccRCC-96-tumor	EGAR00001120512_ccRCC-97-tumor	EGAR00001120513_ccRCC-98-tumor	EGAR00001120514_ccRCC-99-tumor	EGAR00001120515_ccRCC-100-tumor	EGAR00001120517_ccRCC-102-tumor	EGAR00001120518_ccRCC-103-tumor	EGAR00001120519_ccRCC-104-tumor	EGAR00001120520_ccRCC-105-tumor	EGAR00001120521_ccRCC-106-tumor
InferredCov1	-0.0408349595963955	-0.0504694059491158	-0.0364959612488747	0.0017000245861709	-0.0251345243304968	-0.0153629118576646	0.0427939370274544	0.0928504317998886	-0.139313459396362	-0.0975502356886864	0.11171948164701499	-0.0117613160982728	-0.0462914034724236	-0.127621665596962	0.0084780948236584	0.133627995848656	0.041148092597723	0.0595337897539139	0.0458733290433884	0.0607217699289322	-0.0002009294112212	-0.0392408072948456	-0.0294537805020809	-0.0699418261647224	0.0350382104516029	-0.0493432618677616	0.132587134838104	0.148302346467972	0.0473367124795914	-0.0548476129770279	0.0322378687560558	-0.0489951409399509	0.0121685238555074	0.0419416427612305	-0.11714372783899302	0.0315257869660854	-0.0116850761696696	-0.0481266118586063	0.0459543280303478	-0.0506668649613857	-0.0203031580895185	-0.0259532500058413	0.0777809768915176	-0.12099043279886199	-0.0911267250776291	0.0001907797268358	-0.0672606751322746	-0.18052119016647303	-0.0939192324876785	0.0570388585329056	0.0561852939426899	0.0344237573444843	-0.06847218424081801	-0.10701975971460301	0.004181561525911	0.0243180822581053	0.108034238219261	-0.0033554525580257	0.0647212266921997	-0.11435088515281698	-0.0675252676010132	-0.011623689904808998	0.0062827668152749	0.0181887857615948	-0.127203926444054	0.0011363407829776	0.023483794182538997	0.0902887359261513	0.0987073704600334	-0.062088243663311	0.0588437430560589	0.0609087236225605	0.0315527729690075	0.0715049877762794	-0.0782267525792122	-0.103058993816376	0.0391279049217701	0.0078749507665634	-0.10029139369726199	0.0443069599568844	0.06302709877491	0.0743525698781013	0.0092412028461694	0.0018032754305750002	-0.0665163174271584	0.0339324735105038	0.0819766223430634	0.0478098504245281	-0.0657851174473763	-0.0568328611552715	-0.0348218157887459	0.0245708022266626	0.0063589494675397	0.0383862927556038	0.0576003007590771	-0.0405367985367775	0.0951132699847221	0.0905532762408257	0.0654403492808342	0.0165005400776863
InferredCov2	0.0043048900552094	-0.082685224711895	-0.0904841348528862	-0.052901778370142004	-0.0476691648364067	-0.0848230198025703	-0.0586265288293362	-0.0583863742649555	0.0600888095796108	0.15487951040267903	0.0742709338665009	-0.0152925122529268	0.075293630361557	-0.0176471825689077	-0.0576699562370777	0.0647040158510208	-0.0265592914074659	-0.0182540081441402	0.0654673427343369	-0.0851618498563766	-0.0245925132185221	0.0307847764343023	0.0257916506379843	-0.0249544773250818	-0.0770570263266563	0.151326656341553	0.11624651402235002	0.0331596173346043	-0.0079407030716538	0.0491330735385418	0.0978163704276085	0.013911122456193	0.026563597843051002	0.0505677871406078	-0.0826844498515129	-0.11327482759952498	-0.0248034484684467	-0.09530586004257198	-0.072075754404068	0.0629984214901924	0.0472930632531643	-0.21845230460166898	0.0816758424043655	0.0236652195453644	-0.0292967725545168	0.0038525683339685	-0.09050053358077999	-0.0610762275755405	-0.14944700896739999	-0.0473649315536022	-0.0209406781941652	0.0665943697094917	0.0462146587669849	-0.0014461720129475	0.0161566063761711	0.0712703242897987	-0.0578365586698055	-0.028248080983758	-0.0193108133971691	0.0856949537992477	0.16196770966053	0.0267901830375195	-0.0015503682661801	-0.04503800347447401	-0.0640024691820145	0.172358959913254	0.0380798391997814	-0.0492637157440186	-0.0481973625719547	0.056430745869875	-4.39404539065436e-05	0.0171240940690041	-0.122792825102806	-0.0098146628588438	-0.0547379292547703	0.0574165992438793	0.0533461645245552	-0.0388305224478245	0.0339171215891838	-0.0453398860991001	-0.0322764329612255	-0.0156822688877583	-0.0315200574696064	0.0002395787305431	0.0014869532315060002	0.0211769659072161	0.050247997045516996	-0.0762352272868156	0.0027416329830884	0.0928724035620689	0.0158691834658384	-0.0331794358789921	-0.0670221149921417	0.108238652348518	0.0282266698777676	0.0847504884004593	0.0419939830899239	0.0537641942501068	-0.0588033944368362	0.0274641141295433
InferredCov3	-0.0404103323817253	-0.18001610040664698	0.11494284868240401	0.0593199282884598	0.0699939057230949	0.0646426603198051	0.0339946262538433	-0.0095687890425324	0.0291178617626429	0.0569935403764248	-0.0632935836911201	0.0208283439278603	0.0463962554931641	0.0304493959993124	-0.08712679892778401	-0.0373632423579693	0.0430503226816654	0.0516880974173546	0.0234261527657509	-0.0566544719040394	0.0514007061719894	0.0356476306915283	-0.0425789020955563	-0.0921494960784912	-0.006078113336116	-0.0013592030154541	-0.11602299660444301	-0.11669901758432401	0.0027394257485866	-0.132346361875534	0.09631001949310301	0.0232134386897087	-0.0922366678714752	0.0843685120344162	0.19111971557140398	-0.040121503174305	-0.0769605189561844	0.0057963239960372	0.0143799725919962	-0.229384362697601	0.0124114500358701	0.06678499281406401	0.117291830480099	0.0007200532127171	0.0389375910162926	0.0164692923426628	0.0569727793335915	-0.0202427767217159	0.0403391681611538	-0.0692937597632408	0.10373942553997001	0.0731586888432503	-0.12220580875873599	-0.0851305946707726	-0.0434472784399986	0.0434809289872646	0.0257215686142445	0.0244258064776659	-0.0146106770262122	0.0288024432957172	0.030828382819891004	0.113305360078812	0.0157269462943077	-0.0144661450758576	0.0117028392851353	0.0778647363185883	0.0113583328202367	0.0059120818041265	0.0061879283748567	0.0111712384968996	0.0731354728341103	0.0049603460356593	0.0093281120061874	0.0186465717852116	0.04499351978302	-0.0844133943319321	0.100206479430199	0.0381457917392254	-0.112817242741585	-0.0579907521605492	-0.0093138646334409	0.0230771917849779	0.0139929056167603	0.0093854581937193	-0.17528957128524802	-0.0316485241055489	0.0151066603139043	-0.0646250396966934	0.0614022873342037	0.120951347053051	0.0512751452624798	-0.0307533796876669	-0.15975536406040197	0.0319365561008453	0.0288252886384726	-0.125934883952141	0.0433429554104805	0.0445786453783512	-0.073566697537899	-0.0880058631300926
InferredCov4	0.0504252724349499	-0.123518958687782	-0.0350435711443424	0.0116343786939979	-0.025463568046689002	0.0611396804451942	-0.0281234439462423	0.121201269328594	0.0230120737105608	-0.0906415209174156	0.026586689054966	0.0101382853463292	-0.0343833565711975	0.0660157352685928	-0.14595513045787803	0.049796599894762004	-0.0545204430818558	-0.025739498436451	-0.0697087422013283	-0.0697162076830864	-0.0396510139107704	-0.0268400255590677	-0.0129333594813943	0.12408447265625	-0.0241703875362873	-0.0398158468306065	0.0003997347666881	0.0078792227432131	-0.10328695923089999	0.0283160023391247	-0.101345628499985	0.0753888264298439	0.0941833853721619	0.0860591903328896	-0.132446780800819	-0.0706902667880058	0.055551677942275994	-0.0750889107584953	0.111098773777485	-0.10536399483680699	0.0381434410810471	-0.0167972333729267	0.0451593101024628	-0.0360356867313385	0.103861026465893	0.0177664086222649	-0.106791839003563	0.18493987619876898	-0.0268983263522387	-0.0176064223051071	0.0100437719374895	-0.0641940236091614	0.0899216011166573	0.067824050784111	0.0432989299297333	-0.14208659529686	0.0362328067421913	0.139863535761833	0.168552428483963	-0.0176666714251041	-0.10029799491167098	0.0158638451248407	-0.0538496077060699	0.0405356325209141	0.10370586067438099	-0.0231335088610649	-0.0702690631151199	-0.0103272264823318	0.0234051067382097	0.0005430669989436	-0.0328576415777206	-0.0199362132698298	0.0010974430479109	0.0564870871603489	-0.131324872374535	0.0028880361933261	0.0446026436984539	-0.11473540961742401	-0.0207989998161793	0.0098107261583209	0.0311587173491716	0.0953013747930527	0.0899767801165581	-0.0427222959697247	0.0104382922872901	0.14039379358291598	0.0110965613275766	-0.0148274106904864	0.005375837907194999	0.058090053498745	0.11571504920721101	-0.0230884160846472	-0.17185471951961498	0.0564762912690639	-0.0123051134869456	-0.059794407337904004	-0.0262969341129065	-0.0531400069594383	-0.0673968344926834	0.0705961287021637
InferredCov5	0.13580769300460802	-0.10336215049028401	0.0742674022912979	0.0578368455171585	0.0919202789664268	0.0127964336425066	-0.0565896071493626	0.146382480859756	0.172328218817711	-0.0113558508455753	-0.0174701996147633	-0.0467077344655991	-0.0875194519758224	-0.137511715292931	-0.0510311014950275	0.028667701408267004	0.0326315648853779	0.06604530662298201	0.107441686093807	0.0002578012063167	0.0549242310225964	0.0350071042776108	-0.0065101762302219	0.0768441185355186	-0.0342228636145592	0.0684687271714211	0.0133266327902675	0.0327776446938515	0.0335207991302013	0.0019697865936905	0.0403640158474445	0.0918592512607574	0.0609070919454098	-0.0825235694646835	0.0724174231290817	-0.12421026080846799	-0.0402421951293945	0.0024679386988282	-0.023016819730401	-0.12586884200572998	-0.0788960233330727	0.0939409807324409	-0.0715125501155853	0.144343122839928	-0.0798587128520012	-0.0416875332593918	-0.0539921447634697	-0.0614291280508041	-0.11429847031831698	-0.0397315546870232	-0.0317574255168438	0.0155370440334082	-0.0436593219637871	0.0874013304710388	0.028851680457592	0.0432905070483685	-0.0876915454864502	0.0540474690496922	0.0229888111352921	-0.0906820148229599	0.0793805196881294	-0.141970261931419	0.0197132453322411	0.0976196452975273	-0.0396512821316719	-0.197036877274513	0.0097067011520266	-0.0491317883133888	-0.0150360390543938	0.181560754776001	0.0162904355674982	0.0383764281868935	0.005103918723762	-0.0284139886498451	-0.0970665290951729	-0.0037558774929493	0.0225261971354485	0.0683121159672737	0.0668091103434563	0.0422469712793827	-0.0594425462186337	0.006266376003623001	-0.0233245547860861	0.0493293926119804	-0.03039207495749	0.0039025831501931	-0.0118595510721207	-0.0304792765527964	0.05247887596488	-0.17730392515659302	-0.132444679737091	0.0691848173737526	-0.0828722566366196	-0.0605923160910606	0.0317426286637783	0.0539532750844955	-0.0139675540849566	-0.0023486784193664	-0.0086767487227916	0.0523060783743858
InferredCov6	0.08681958913803099	0.0536642521619797	0.0321790389716625	0.0166023969650269	0.0074732033535838	-0.0685285031795502	-0.0330395139753819	0.0807456523180008	0.165137380361557	0.0860506519675255	0.0256647244095802	-0.008925212547183	0.0297649726271629	-0.0165509693324566	-0.0628906637430191	0.0024250585120171	-0.09331591427326198	-0.0261397454887629	-0.0137627217918634	-0.0794063583016396	0.041087131947279	-0.00030279433121900004	-0.0127941463142633	-0.0359157845377922	-0.0098761273548007	-0.0551016330718994	0.0498677752912045	-0.0251473113894463	-0.0986531749367714	0.21506038308143602	-0.0435050651431084	-0.0089298393577337	-0.0651864185929298	0.14028276503086098	0.120255663990974	0.24240708351135298	-0.0285932049155235	0.069404661655426	0.0617198683321476	0.0725259855389595	0.0604066029191017	0.136501461267471	0.054044596850872005	0.0813951045274734	-0.10180439054966	0.0177933741360903	0.0756044760346413	0.0344189293682575	-0.12271896004676801	0.0292333289980888	0.0400246120989323	0.007933048531413	-0.119717799127102	-0.10292854160070401	-0.0501286275684834	-0.127155065536499	0.129549145698547	-0.053817842155694996	0.0687191486358643	-0.0200282391160727	-0.0305978637188673	-0.0303292535245419	-0.0935952737927437	-0.0447746925055981	-0.128572687506676	0.0761061757802963	-0.0267994459718466	-0.0505966246128082	0.05263224989175799	0.0698513686656952	-0.0708580985665321	-0.014424541965126998	0.0351092331111431	-0.05286872759461401	-0.128920674324036	0.0544499456882477	0.0345374122262001	-0.11978359520435301	-0.030526814982294998	-0.0526840128004551	0.0548021607100964	-0.015234018675982999	0.0222278665751219	-0.105921864509583	-0.0080901775509119	-0.0464526526629925	-0.0205124020576477	-0.0899421870708466	0.0174801051616669	0.0129210781306028	-0.174986779689789	-0.0346933230757713	0.0985066071152687	0.0562863051891327	-0.0638221576809883	-0.0681194812059402	0.0027940683066844	0.0005641471943818	0.0138859860599041	0.0602503232657909
InferredCov7	-0.019094068557024	-0.0716064274311066	0.0981518030166626	0.0994389280676842	-0.10451024025678599	0.0618950463831425	0.0326116159558296	0.149111419916153	0.11867553740739802	0.140506342053413	0.0449868403375149	-0.12214767187833801	-0.0179245062172413	0.0118156922981143	0.0418996885418892	0.0593868717551231	0.0315968096256256	-0.0325977802276611	0.0241582877933979	0.0527323372662067	0.0291763078421354	-0.0191368851810694	-0.107456557452679	-0.0052623404189944	0.0180680770426989	-0.0137266321107745	-0.0275053605437279	0.10517685115337401	-0.0054592681117355	0.16912232339382197	0.019928989931941	-0.0668261721730232	-0.061895839869975995	-0.0520282536745071	-0.0280496869236231	-0.10071074217557902	-0.116488538682461	-0.0573007427155972	-0.0402113199234009	0.17617297172546398	-0.0743353888392448	0.0855600386857986	0.0912842452526093	-0.0059001795016229	-0.0372780933976173	-0.13392798602581	-0.0724287107586861	0.13693054020404802	0.21638226509094197	-0.0589851811528206	0.112463101744652	-0.0813506841659546	0.132564842700958	-0.0181960314512253	-0.0278090909123421	0.0412519313395023	-0.0450294949114323	-0.075904481112957	-0.0335629694163799	-0.0526517555117607	-0.015696944668889	-0.0366047285497189	0.0082548838108778	-0.10053039342164999	0.0174992755055428	0.0901035442948341	-0.009830817580223	0.0510443598031998	0.0140567980706692	-0.0954190269112587	0.0054862033575773	-0.0419210344552994	0.0773068517446518	0.0251064952462912	-0.0804391428828239	-0.0785002559423447	-0.0175502579659224	0.0913379788398743	-0.0163383670151234	0.0567756444215775	-0.0082968594506382	-0.115924932062626	-0.0492621622979641	-0.0333674028515816	-0.060369748622179004	-0.0575803890824318	-0.0423106253147125	0.0318429246544838	-0.15581314265728	0.0441670119762421	-0.0396508313715458	0.118855729699135	-0.12818041443824799	0.06414256989955901	-0.0113941309973598	-0.0067238756455481	-0.0207954216748476	-0.0304436758160591	-0.0075106052681803	0.0256074108183384
InferredCov8	0.0237238202244043	0.0176645051687956	0.0059537305496633	0.114582411944866	-0.0251648165285587	-0.0488160699605942	0.0437444821000099	0.16692847013473497	-0.0146802356466651	-0.04810819774866099	0.13307484984397902	0.0586823634803295	0.0312080774456263	0.0778099000453949	0.0071844113990664	0.09996002167463301	0.0042138318531215	-0.005508120637386999	-0.0173341911286116	-0.11236293613910699	-0.11902280151844001	0.032816220074892	-0.0334556400775909	-0.0705306902527809	0.0640325620770454	0.054979644715786	0.17017199099063898	0.145315498113632	0.0156647618860006	-0.25357416272163397	0.025493398308754	0.0647101178765297	-0.0310899503529072	-0.023409403860569	-0.0313424579799175	0.172950237989426	0.019209848716855	0.0666149109601974	-0.0076757972128689	-0.10478319227695501	0.016656382009387	0.0133908428251743	-0.0773739293217659	0.0392048805952072	0.213928446173668	-0.0697383806109428	0.0777036547660828	0.11387287825346	0.0553530901670456	-0.0635082423686981	0.0076870233751833	0.0093962168321013	0.0649620965123177	0.142715588212013	-0.0089556435123086	-0.0215498004108667	-0.0254153087735176	-0.0379525758326054	-0.0526247024536133	-0.0163002833724022	0.0162318740040064	-0.0976931005716324	0.0177974980324507	-0.0803318917751312	-0.0305379219353199	0.0554113276302814	-0.0874046087265015	-0.0037615697365254	-0.0423365645110607	-0.0541330389678478	0.0421650037169456	-0.11008657515049002	-0.0355533547699451	-0.0277888160198927	-0.0862575471401215	0.0374113954603672	0.0246661193668842	0.0181274507194757	0.0106514003127813	-0.0942287296056747	-0.10736896842718101	-0.124203823506832	0.0188093725591898	-0.0357202291488647	-0.0703774765133858	-0.0925450772047043	0.0338562615215778	-0.0579328835010529	0.0398006215691566	-0.0979839414358139	-0.0712245032191277	-0.12065851688385	0.0488622039556503	0.0512812808156013	0.0549432933330536	0.0564425624907017	0.0399710163474083	0.0200221259146929	0.0097859799861908	-0.0995355397462845
InferredCov9	0.0654832124710083	0.0234403982758522	0.0707231387495995	0.0072442344389855	-0.0046237176284194	-0.0858796238899231	-0.0016708970069885	-0.0749208480119705	0.009927942417562	-0.0670335292816162	-0.008766796439886	-0.0166541393846273	-0.0085361674427986	0.0633824542164803	0.0751716122031212	0.0213412437587976	-0.0598262511193752	-0.0568510703742504	0.0128263644874096	0.103412784636021	0.0791986137628555	0.0866454318165779	0.0742110833525658	-0.114784374833107	-0.0129698719829321	-0.0201710816472769	0.0009394623921252	0.0254570990800858	0.0548801273107529	0.0292527582496405	-0.0356535539031029	-0.0726016834378242	0.0977992117404938	-0.0146455662325025	0.0080390768125653	-0.0957719311118126	0.114557757973671	0.1307512819767	-0.0369946919381618	-0.27424144744873	0.0540215447545052	-0.0780610218644142	0.0517209284007549	0.0369786396622658	0.0392017886042595	-0.0330957174301147	0.14415168762207	0.0761824995279312	-0.0497511401772499	0.163990393280983	0.0071452194824814	-0.0274949558079243	0.17002576589584398	-0.0605154410004616	-0.0535195395350456	-0.0190449599176645	0.0435893833637238	0.0055941427126526	-0.0154505167156458	-0.139820963144302	0.0046672481112182	0.0026827305555343	-0.0580988675355911	-0.0469567850232124	-0.0525431893765926	0.0555759221315384	0.0840204656124115	0.0238047316670418	-0.0138487331569195	-0.0710857957601547	-0.0113941021263599	0.112695723772049	-0.0502068474888802	-0.0127859339118004	0.0101878559216857	-0.14612378180027	-0.0136887161061168	-0.0623972974717617	0.0969553291797638	-0.0984940677881241	0.081670768558979	-0.0644237920641899	-0.020184313878416998	-0.0034939972683787	0.12322925031185199	-0.15516859292984	-0.0587424710392952	-0.0103481039404869	-0.0051472838968038	-0.0008514682995155	-0.0925646126270294	0.0508604310452938	-0.199020817875862	0.0110816722735763	-0.0740726366639137	0.0873371586203575	0.0225263647735119	0.0011887091677635	-0.0031490679830312	0.126537442207336
InferredCov10	0.0643477737903595	-0.138963162899017	-0.0010331548983231	0.0600723996758461	-0.17444397509098097	-0.0377540476620197	0.0803620144724846	-0.0869880691170692	-0.044156551361084005	-0.10277945548296001	-0.0300340224057436	0.0247132107615471	0.117742381989956	0.0525116063654423	-0.0025001841131597	-0.0916199237108231	0.05421655625104901	-0.0642440319061279	-0.0394310392439365	-0.0464721024036407	-0.0245661791414022	0.0714384093880653	-0.0606372840702534	0.19060657918453197	0.0482003279030323	0.0149124348536134	-0.0730722472071648	-0.0416120104491711	-0.0654164999723434	-0.0559225492179394	0.0484954938292503	0.11017757654190101	0.0863156095147133	-0.0124046104028821	-0.07841956615448	-0.0530192814767361	-7.86616146797314e-06	-0.0476393103599548	-0.0893436521291733	-0.0656732767820358	0.0632513239979744	0.0892962515354156	-0.0248021185398102	-0.0300717074424028	-0.146160826086998	-0.0152373546734452	0.0146128898486495	-0.0921626016497612	0.0107633760198951	0.0535192638635635	0.0595201775431633	-0.0645290464162827	-0.17219857871532399	0.0871753916144371	-0.0221720263361931	-0.0275339316576719	-0.0050244601443409	-0.0532835014164448	-0.0395285040140152	-0.010283381678164	0.102800503373146	-0.0240858923643827	0.010436718352139	-0.0521106719970703	-0.0176619589328766	0.125784382224083	-0.0502539500594139	0.0395992770791054	0.001427020644769	-0.0107784857973456	0.0846898183226585	-0.060585867613554	0.137580409646034	-0.0109101571142673	-0.133760869503021	-0.023594168946147003	-0.0262249000370502	0.0928642451763153	0.166967645287514	-0.0176046472042799	0.0896820053458214	-0.10999733954667998	0.122140109539032	0.0378539673984051	0.159097716212273	0.0088006518781185	-0.0609350837767124	0.0044915676116943	-0.0303213763982058	0.0203430615365505	-0.0263450630009174	-0.047872468829154996	0.0624293349683285	0.0243580136448145	-0.0146281747147441	-0.0900086462497711	0.0767662301659584	0.0588845536112785	0.0985976830124855	0.10769960284233099
